,SMILES_raw,status_influx,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
78,Cc1nc2nonc2c(N)c1CN1CCC(OC(F)(F)F)CC1,Substrate,Cc1nc2nonc2c(N)c1CN1CCC(OC(F)(F)F)CC1,WGCQGXYLXMBLPP-UHFFFAOYSA-N,WGCQGXYLXMBLPP
79,Cc1nc2nonc2c(N)c1Cn1ccc(-c2cccc(C(F)(F)F)n2)n1,Substrate,Cc1nc2nonc2c(N)c1Cn1ccc(-c2cccc(C(F)(F)F)n2)n1,PEMOKRBTCSJWJN-UHFFFAOYSA-N,PEMOKRBTCSJWJN
80,COc1cc(C(F)(F)F)ccc1Cc1c(C)nc2nonc2c1N,Substrate,COc1cc(C(F)(F)F)ccc1Cc1c(C)nc2nonc2c1N,QZAGZJOGIKVNCE-UHFFFAOYSA-N,QZAGZJOGIKVNCE
81,Cc1nc2nonc2c(N)c1Cc1ccc(C#N)c(NC2CC2)n1,Substrate,Cc1nc2nonc2c(N)c1Cc1ccc(C#N)c(NC2CC2)n1,FFSUJBAEJTXBRA-UHFFFAOYSA-N,FFSUJBAEJTXBRA
82,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3CC(=O)C(Br)=C[C@]3(C)[C@H]1CC2,Non-substrate,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3CC(=O)C(Br)=C[C@]3(C)[C@H]1CC2,FBRNKWMVKROLNN-VRBUCKFRSA-N,FBRNKWMVKROLNN
83,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3CC(=O)C(C#N)=C[C@]3(C)[C@H]1CC2,Substrate,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3CC(=O)C(C#N)=C[C@]3(C)[C@H]1CC2,IWDCXOKCJYHVAW-BGZMIMFDSA-N,IWDCXOKCJYHVAW
84,Cc1[nH]cnc1CSCCNc1ncccn1,Substrate,Cc1[nH]cnc1CSCCNc1ncccn1,MNGRAPYYTJTLKV-UHFFFAOYSA-N,MNGRAPYYTJTLKV
85,CNC(=O)COc1ccc(C2=C(C#N)C3N=C4C=CC=CC4N3C(NC(=O)c3cccc(C[C@H](N)C(=O)O)c3)=C2C#N)cc1,Non-substrate,CNC(=O)COc1ccc(C2=C(C#N)C(=NC(=O)c3cccc(CC(N)C(=O)O)c3)N3C4C=CC=CC4=NC3C2C#N)cc1,FMDSXLFDERBOEZ-UHFFFAOYSA-N,FMDSXLFDERBOEZ
86,C[C@](N)(Cc1ccc(O)c(F)c1)C(=O)O,Substrate,C[C@](N)(Cc1ccc(O)c(F)c1)C(=O)O,STUMEFJLAPRRME-JTQLQIEISA-N,STUMEFJLAPRRME
87,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,Substrate,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-UHFFFAOYSA-N,SGUAFYQXFOLMHL
88,C=C[C@H]1C[N@+]2(C)CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,Substrate,C=C[C@H]1C[N@+]2(C)CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,SJTSZVLGFLZBFK-UIHPHKDJSA-N,SJTSZVLGFLZBFK
89,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,Substrate,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,LPMXVESGRSUGHW-HBYQJFLCSA-N,LPMXVESGRSUGHW
90,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,Substrate,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,XUKUURHRXDUEBC-KAYWLYCHSA-N,XUKUURHRXDUEBC
91,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,Substrate,NC(Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,HZCBWYNLGPIQRK-UHFFFAOYSA-N,HZCBWYNLGPIQRK
92,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,Substrate,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,JKKFKPJIXZFSSB-CBZIJGRNSA-N,JKKFKPJIXZFSSB
93,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,Substrate,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,FBOZXECLQNJBKD-UHFFFAOYSA-N,FBOZXECLQNJBKD
94,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,Substrate,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,VWPOSFSPZNDTMJ-UHFFFAOYSA-N,VWPOSFSPZNDTMJ
95,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,Substrate,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,OGJPXUAPXNRGGI
96,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,Substrate,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,LSHVYAFMTMFKBA-TZIWHRDSSA-N,LSHVYAFMTMFKBA
97,COC(=O)c1ccccc1-c1c2ccc(N)cc2[o+]c2cc(N)ccc12.[Cl-],Substrate,COC(=O)c1ccccc1-c1c2ccc(N)cc2[o+]c2cc(N)ccc12,ZWODABSNRKVFCK-UHFFFAOYSA-N,ZWODABSNRKVFCK
98,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,Substrate,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,RFDAIACWWDREDC-FRVQLJSFSA-N,RFDAIACWWDREDC
99,COc1cccc(OC)c1-c1ccc(C[C@@H](C(=O)O)N(C=O)c2c(Cl)cccc2Cl)cc1,Substrate,COc1cccc(OC)c1-c1ccc(CC(C(=O)O)N(C=O)c2c(Cl)cccc2Cl)cc1,SNRRKTQMVCADSZ-UHFFFAOYSA-N,SNRRKTQMVCADSZ
100,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Substrate,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CZWCKYRVOZZJNM-USOAJAOKSA-N,CZWCKYRVOZZJNM
101,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,Substrate,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,MXFWWQICDIZSOA-UHFFFAOYSA-N,MXFWWQICDIZSOA
102,CC(C)C(NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,Substrate,CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)NCC(N)=O)C(C)C)C(C)C,NUNBRHVOPFWRRG-UHFFFAOYSA-N,NUNBRHVOPFWRRG
103,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,Substrate,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,TVHAZVBUYQMHBC-SNHXEXRGSA-N,TVHAZVBUYQMHBC
104,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,Substrate,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,BHQCQFFYRZLCQQ-OELDTZBJSA-N,BHQCQFFYRZLCQQ
105,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,Substrate,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,AIJTTZAVMXIJGM-UHFFFAOYSA-N,AIJTTZAVMXIJGM
106,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,Substrate,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,JOATXPAWOHTVSZ-UHFFFAOYSA-N,JOATXPAWOHTVSZ
107,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,Substrate,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,VGYFMXBACGZSIL-MCBHFWOFSA-N,VGYFMXBACGZSIL
108,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,Substrate,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,IDYZIJYBMGIQMJ
109,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,Substrate,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,AUYYCJSJGJYCDS-UHFFFAOYSA-N,AUYYCJSJGJYCDS
110,O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21.[Na+].[Na+],Substrate,O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21,OHTXTCNTQJFRIG-UHFFFAOYSA-N,OHTXTCNTQJFRIG
111,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,Substrate,CC(C)(C)NC(=O)C1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,QWAXKHKRTORLEM-PVCXOJBVSA-N,QWAXKHKRTORLEM
112,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,Substrate,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,RWTNPBWLLIMQHL-UHFFFAOYSA-N,RWTNPBWLLIMQHL
113,C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,Substrate,C[C@@H]1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,RWQKHEORZBHNRI-INHVJJQHSA-N,RWQKHEORZBHNRI
114,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,Substrate,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,MYSWGUAQZAJSOK
115,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,Substrate,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,XUIIKFGFIJCVMT-UHFFFAOYSA-N,XUIIKFGFIJCVMT
116,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,Substrate,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,METKIMKYRPQLGS-UHFFFAOYSA-N,METKIMKYRPQLGS
117,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,Substrate,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,JCKYGMPEJWAADB-UHFFFAOYSA-N,JCKYGMPEJWAADB
118,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,Substrate,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,CJBJHOAVZSMMDJ
119,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,Substrate,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)C(C(=O)O)[C@@H]1c1ccc(OC)cc1,MOTJMGVDPWRKOC-CUWFNYONSA-N,MOTJMGVDPWRKOC
120,CC(C)C[C@@H]1NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O,Substrate,CC(C)CC1NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O,VYCMAAOURFJIHD-UHFFFAOYSA-N,VYCMAAOURFJIHD
121,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,Substrate,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O[C@@H]1OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MTKNDAQYHASLID-MZCZEQTOSA-N,MTKNDAQYHASLID
122,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,Substrate,CCCCC[C@H](O)/C=C/[C@@H]1C(C/C=C\CCCC(=O)O)C(=O)C[C@H]1O,XEYBRNLFEZDVAW-CASDQVHDSA-N,XEYBRNLFEZDVAW
123,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,Substrate,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,BHTRKEVKTKCXOH-LBSADWJPSA-N,BHTRKEVKTKCXOH
124,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,Substrate,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,GOEMGAFJFRBGGG-UHFFFAOYSA-N,GOEMGAFJFRBGGG
125,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,Substrate,CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CC[C@@H](O)C[C@@H](O)CC(=O)O,DRLXVNRHGMULCY-IAGOWNOFSA-N,DRLXVNRHGMULCY
126,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Substrate,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,XUBOMFCQGDBHNK-UHFFFAOYSA-N,XUBOMFCQGDBHNK
127,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,Substrate,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,WMBWREPUVVBILR-WIYYLYMNSA-N,WMBWREPUVVBILR
128,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,Substrate,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,ZBMZVLHSJCTVON-UHFFFAOYSA-N,ZBMZVLHSJCTVON
129,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,Substrate,C[C@@H](O)C1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,SNUDIPVBUUXCDG-MYIUUGPWSA-N,SNUDIPVBUUXCDG
130,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,Substrate,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,YXRDKMPIGHSVRX-OOJCLDBCSA-N,YXRDKMPIGHSVRX
131,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,Substrate,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,WBWWGRHZICKQGZ-HZAMXZRMSA-N,WBWWGRHZICKQGZ
132,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,Substrate,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,ZEKZLJVOYLTDKK
133,CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,Substrate,CC1(C)SSC(C)(C)C(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC1C(=O)O,MCMMCRYPQBNCPH-UHFFFAOYSA-N,MCMMCRYPQBNCPH
134,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,Non-substrate,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,MLDQJTXFUGDVEO-UHFFFAOYSA-N,MLDQJTXFUGDVEO
135,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,Non-substrate,C=c1c(C(=O)NCCN(CC)CC)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(F)cc12,MAXXXDSMDPPTEE-UHFFFAOYSA-N,MAXXXDSMDPPTEE
136,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,Non-substrate,CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,TUZYXOIXSAXUGO-RXYRLICESA-N,TUZYXOIXSAXUGO
137,CCOc1ccc(CC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)cc1,Non-substrate,CCOc1ccc(CC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)cc1,AQOXEJNYXXLRQQ-UHFFFAOYSA-N,AQOXEJNYXXLRQQ
138,N[C@@H](CCC(=O)N[C@@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O,Non-substrate,NC(CCC(=O)NC(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O,FXEUKVKGTKDDIQ-UHFFFAOYSA-N,FXEUKVKGTKDDIQ
139,NCCc1ccc(Oc2ccc(O)cc2)c(I)c1,Non-substrate,NCCc1ccc(Oc2ccc(O)cc2)c(I)c1,XIINYOJWNGOUPF-UHFFFAOYSA-N,XIINYOJWNGOUPF
140,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O,Non-substrate,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O,GWNVDXQDILPJIG-SWOVEEFNSA-N,GWNVDXQDILPJIG
141,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Non-substrate,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,DDLIGBOFAVUZHB-UHFFFAOYSA-N,DDLIGBOFAVUZHB
142,CCCC[N+](C)(CCCC)CCCC,Non-substrate,CCCC[N+](C)(CCCC)CCCC,HJHUXWBTVVFLQI-UHFFFAOYSA-N,HJHUXWBTVVFLQI
143,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,Non-substrate,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,HPNSFSBZBAHARI-RUDMXATFSA-N,HPNSFSBZBAHARI
144,COc1c(C)c2c(c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,Non-substrate,COc1c(C)c2c(c(OC3OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,BYFGTSAYQQIUCN-RREAYTQWSA-N,BYFGTSAYQQIUCN
145,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,Non-substrate,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)C(C(=O)CO)CC[C@@H]12,PQSUYGKTWSAVDQ-LNXQYSHSSA-N,PQSUYGKTWSAVDQ
146,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,Non-substrate,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,JYGXADMDTFJGBT-VWUMJDOOSA-N,JYGXADMDTFJGBT
147,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O,Non-substrate,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O,XXUPXHKCPIKWLR-JHUOEJJVSA-N,XXUPXHKCPIKWLR
148,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,Non-substrate,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,GBXSMTUPTTWBMN-UHFFFAOYSA-N,GBXSMTUPTTWBMN
149,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,Non-substrate,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,LTMHDMANZUZIPE-PUGKRICDSA-N,LTMHDMANZUZIPE
150,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Non-substrate,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SNGREZUHAYWORS-UHFFFAOYSA-N,SNGREZUHAYWORS
